adress,gu,dong,name,count,lat,long,years,sep_years
화곡동 343-71,강서구,화곡동,벨라팰리스,2,37.5316456,126.8460027,2015,10년미만
화곡동 1152,강서구,화곡동,보람,3,37.5276258,126.8421094,1999,10~20년
화곡동 1087,강서구,화곡동,보람쉬움1,1,37.5382343,126.8349391,2003,10~20년
화곡동 343-38,강서구,화곡동,성광(343-38),3,37.5310648,126.8460433,2009,10년미만
화곡동 925-11,강서구,화곡동,세교예지안2차,3,37.5295278,126.8425564,2013,10년미만
화곡동 392-58,강서구,화곡동,에이원,2,37.532138,126.8492796,2005,10~20년
화곡동 914-37,강서구,화곡동,원투빌타운,54,37.5292063,126.8446001,2012,10년미만
화곡동 916-2,강서구,화곡동,위하우스아파트,2,37.5297181,126.8434042,2016,10년미만
화곡동 894-9,강서구,화곡동,은하센트리움,3,37.5299563,126.8486038,2013,10년미만
화곡동 343-33,강서구,화곡동,일광,3,37.5317697,126.8459759,2001,10~20년
화곡동 396-17,강서구,화곡동,주얼리,2,37.5352691,126.8492858,2000,10~20년
화곡동 1133-7,강서구,화곡동,진성(1133-7),2,37.5516912,126.8533486,2005,10~20년
화곡동 916-11,강서구,화곡동,찬누리,5,37.5297997,126.8430884,2016,10년미만
화곡동 899-25,강서구,화곡동,창대,3,37.5301168,126.8455681,2008,10~20년
화곡동 790-3,강서구,화곡동,천우네오젠(790-3),1,37.5302353,126.8600865,2004,10~20년
화곡동 1146,강서구,화곡동,태창네스트힐,3,37.5375948,126.8509632,2004,10~20년
화곡동 1024-23,강서구,화곡동,프라임팰리스(1024-23),3,37.5450197,126.8362831,2008,10~20년
화곡동 46-219,강서구,화곡동,한백e타운(46-219),2,37.5448581,126.8475519,2002,10~20년
화곡동 915-26,강서구,화곡동,한신베네스트,2,37.529026,126.8433063,2012,10년미만
화곡동 926-5,강서구,화곡동,한양아이클래스,2,37.5288177,126.8419077,2013,10년미만
화곡동 900-1,강서구,화곡동,해태드림타운,6,37.5299423,126.8461523,1997,20~30년
화곡동 1141,강서구,화곡동,화곡삼익,2,37.5294136,126.8512607,2001,10~20년
남현동 1139,관악구,남현동,관악산대창센시티2차,7,37.4716743,126.9720663,2008,10~20년
남현동 1136,관악구,남현동,남현동한일유앤아이,12,37.4715472,126.9735084,2005,10~20년
남현동 1071-3,관악구,남현동,동송하이클래스(1071-3),2,37.4741255,126.97252,2002,10~20년
남현동 602-323,관악구,남현동,별장,3,37.4711651,126.9779689,2000,10~20년
남현동 602-188,관악구,남현동,양지네스코빌,1,37.4730712,126.9801023,2001,10~20년
남현동 1138,관악구,남현동,예성그랑펠리체,9,37.4731471,126.9782517,2007,10~20년
남현동 1135,관악구,남현동,우림루미아트,13,37.4726014,126.9754792,2003,10~20년
남현동 1086-7,관악구,남현동,플라워스위트101동102동,2,37.4738726,126.9778529,2004,10~20년
남현동 1058-7,관악구,남현동,현대이즈빌,3,37.4759477,126.9779547,2002,10~20년
봉천동 1724,관악구,봉천동,관악월드메르디앙,11,37.4833351,126.9589296,2005,10~20년
봉천동 1702,관악구,봉천동,그린,3,37.4876601,126.9364761,2003,10~20년
봉천동 856-5,관악구,봉천동,대우디오슈페리움1단지,4,37.4795649,126.9528901,2007,10~20년
봉천동 1629-2,관악구,봉천동,동아타운,4,37.4769022,126.9612462,1999,10~20년
봉천동 39-13,관악구,봉천동,미소가,1,37.4869615,126.9556341,2007,10~20년
봉천동 180-261,관악구,봉천동,삼정,3,37.4683387,126.9689705,2001,10~20년
봉천동 645,관악구,봉천동,새진(645-0),2,37.4870439,126.9373804,2005,10~20년
봉천동 180-374,관악구,봉천동,새진4차,4,37.4691201,126.9667202,2005,10~20년
봉천동 1560-61,관악구,봉천동,서울대입구아이원 (1560-61),15,37.4782753,126.9449689,2006,10~20년
봉천동 457-146,관악구,봉천동,신부,2,37.4851721,126.9503514,2002,10~20년
봉천동 1511-29,관악구,봉천동,신양,1,37.4895811,126.934366,2004,10~20년
봉천동 41-253,관악구,봉천동,에메랄드101동 ,4,37.485762,126.9534707,2007,10~20년
봉천동 41-258,관악구,봉천동,카후나빌,3,37.4858278,126.9530639,2008,10~20년
신림동 721-2,관악구,신림동,건영2,20,37.4708047,126.9169775,1991,20~30년
신림동 244,관악구,신림동,관악,8,37.4626176,126.9383251,1983,30년이상
신림동 739,관악구,신림동,뉴서울,7,37.4626176,126.9383251,1984,30년이상
신림동 1699,관악구,신림동,동마,5,37.4642313,126.9307016,1995,20~30년
신림동 1696,관악구,신림동,동문,2,37.4762798,126.9357635,1998,20~30년
신림동 551-42,관악구,신림동,동훈CDI,2,37.4847205,126.9095469,2010,10년미만
신림동 1684-9,관악구,신림동,서울중앙,2,37.473152,126.911984,2002,10~20년
신림동 1732,관악구,신림동,서초그린,7,37.4689741,126.9415737,2005,10~20년
신림동 10-10,관악구,신림동,신안,16,37.4818688,126.9335416,1999,10~20년
신림동 1719,관악구,신림동,우민조원,2,37.4842304,126.9075064,2003,10~20년
신림동 1721,관악구,신림동,우정하이비전,8,37.4715205,126.9292751,2004,10~20년
신림동 1728,관악구,신림동,제창그로힐,6,37.484694,126.9104756,2005,10~20년
신림동 1425-4,관악구,신림동,코스모그린,6,37.4873823,126.9294626,2012,10년미만
신림동 1698,관악구,신림동,태흥,7,37.4660435,126.9310263,1995,20~30년
신림동 1563-82,관악구,신림동,한양,5,37.4730107,126.9150442,1986,30년이상
광장동 581,광진구,광장동,광장자이,6,37.542487,127.0952204,2008,10~20년
구의동 547-7,광진구,구의동,광진해모로리버뷰,8,37.5333346,127.0921176,2009,10년미만
구의동 226-12,광진구,구의동,구의청정,3,37.5433165,127.0894301,2004,10~20년
구의동 610,광진구,구의동,구의현대6단지,42,37.5384531,127.0946536,1994,20~30년
구의동 254-41,광진구,구의동,대영(2동),2,37.5419969,127.0836626,2004,10~20년
구의동 199-23,광진구,구의동,현대13차폴라트리움,10,37.5393666,127.0946312,2006,10~20년
자양동 779-8,광진구,자양동,(779-8),7,37.5373796,127.0830368,2006,10~20년
자양동 641,광진구,자양동,경남,14,37.5288932,127.0790666,1989,20~30년
자양동 791,광진구,자양동,금강KCC,1,37.5375711,127.0743206,2003,10~20년
자양동 767,광진구,자양동,스카이빌1차,1,37.5402509,127.0810237,2001,10~20년
자양동 793,광진구,자양동,우방리버파크,21,37.5311568,127.0704591,2003,10~20년
자양동 516,광진구,자양동,우성3,37,37.5359347,127.071554,1989,20~30년
자양동 510-5,광진구,자양동,이튼타워리버1차,10,37.5369721,127.0697601,2006,10~20년
자양동 856,광진구,자양동,이튼타워리버5차,28,37.5323284,127.0689997,2009,10년미만
자양동 792,광진구,자양동,자양10차현대홈타운,16,37.5334151,127.0704933,2002,10~20년
자양동 809,광진구,자양동,자양강변I-Park,5,37.5311693,127.0696364,2006,10~20년
자양동 87-1,광진구,자양동,한강우성,22,37.5323932,127.0657936,1993,20~30년
자양동 672,광진구,자양동,한솔리베르,17,37.5280583,127.084443,2002,10~20년
중곡동 609,광진구,중곡동,삼민,1,37.5630573,127.0837035,1995,20~30년
중곡동 647-2,광진구,중곡동,삼보글로벌102동,2,37.5595059,127.0801783,2003,10~20년
화양동 17-16,광진구,화양동,아스하임,5,37.5470729,127.0700046,2016,10년미만
개봉동 47-1,구로구,개봉동,건영,8,37.5014974,126.8407918,1997,20~30년
개봉동 484,구로구,개봉동,고운,7,37.4989739,126.850698,2002,10~20년
개봉동 472,구로구,개봉동,두산,54,37.4949309,126.8526304,2000,10~20년
개봉동 333-6,구로구,개봉동,비젼,1,37.4915221,126.8521568,2000,10~20년
개봉동 170-30,구로구,개봉동,신개봉삼환,13,37.4966579,126.8578083,2001,10~20년
개봉동 469,구로구,개봉동,우성,5,37.5044961,126.8436498,1996,20~30년
개봉동 20-1,구로구,개봉동,창동,6,37.5039608,126.8425418,1987,30년이상
개봉동 367-2,구로구,개봉동,태경하이빌,1,37.4848484,126.8543168,2004,10~20년
고척동 340-1,구로구,고척동,고척LIG리가2차,25,37.506043,126.8620956,2009,10년미만
고척동 322,구로구,고척동,성원,4,37.5017665,126.8656359,1998,20~30년
고척동 328,구로구,고척동,양우,11,37.504842,126.8566002,2002,10~20년
구로동 740-24,구로구,구로동,(740-24),2,37.4887865,126.88622,2000,10~20년
구로동 743-26,구로구,구로동,(743-26),1,37.4887663,126.887134,1988,30년이상
구로동 743-39,구로구,구로동,(743-39),1,37.488365,126.8868188,1996,20~30년
구로동 743-55,구로구,구로동,(743-55),1,37.4890953,126.8869583,1996,20~30년
구로동 744-47,구로구,구로동,(744-47),1,37.487967,126.886274,1996,20~30년
구로동 746-9,구로구,구로동,(746-9),1,37.486995,126.886484,1996,20~30년
구로동 747-33,구로구,구로동,(747-33),1,37.4868708,126.8866928,1996,20~30년
구로동 747-53,구로구,구로동,(747-53),2,37.4866553,126.8865795,1999,10~20년
구로동 749-48,구로구,구로동,(749-48),1,37.4876459,126.887768,1996,20~30년
